date,total_revenue,total_qty,num_items,year,volta_as_aulas,carnaval,semana_santa,sao_joao,dia_namorados,dia_maes,dia_pais,dia_criancas,black_friday,natal
2023-10-21,65249.86,46,25,2023,0,0,0,0,0,0,0,0,0,0
2023-10-22,35360.21,49,38,2023,0,0,0,0,0,0,0,0,0,0
2023-10-23,2880.92,49,26,2023,0,0,0,0,0,0,0,0,0,0
2023-10-24,1353.76,43,22,2023,0,0,0,0,0,0,0,0,0,0
2023-10-25,5959.58,21,17,2023,0,0,0,0,0,0,0,0,0,0
2023-10-26,38511.66,61,29,2023,0,0,0,0,0,0,0,0,0,0
2023-10-27,28359.79,74,45,2023,0,0,0,0,0,0,0,0,0,0
2023-10-28,64848.33,72,34,2023,0,0,0,0,0,0,0,0,0,0
2023-10-29,7262.74,32,24,2023,0,0,0,0,0,0,0,0,0,0
2023-10-30,5352.08,22,12,2023,0,0,0,0,0,0,0,0,0,0
2023-10-31,17529.38,35,28,2023,0,0,0,0,0,0,0,0,0,0
2023-11-01,9566.599999999999,32,26,2023,0,0,0,0,0,0,0,0,0,0
2023-11-02,82422.42,156,92,2023,0,0,0,0,0,0,0,0,0,0
2023-11-03,9315.85,39,30,2023,0,0,0,0,0,0,0,0,0,0
2023-11-04,12841.76,35,28,2023,0,0,0,0,0,0,0,0,0,0
2023-11-05,6657.07,45,34,2023,0,0,0,0,0,0,0,0,0,0
2023-11-06,5729.4,17,9,2023,0,0,0,0,0,0,0,0,0,0
2023-11-07,17504.39,16,13,2023,0,0,0,0,0,0,0,0,0,0
2023-11-08,17995.86,22,15,2023,0,0,0,0,0,0,0,0,0,0
2023-11-09,5946.38,13,12,2023,0,0,0,0,0,0,0,0,0,0
2023-11-10,69607.90000000001,52,33,2023,0,0,0,0,0,0,0,0,0,0
2023-11-11,19424.25,52,37,2023,0,0,0,0,0,0,0,0,0,0
2023-11-12,34122.1,64,37,2023,0,0,0,0,0,0,0,0,0,0
2023-11-13,13363.39,25,23,2023,0,0,0,0,0,0,0,0,0,0
2023-11-14,13002.53,49,35,2023,0,0,0,0,0,0,0,0,0,0
2023-11-15,156194.56,159,82,2023,0,0,0,0,0,0,0,0,0,0
2023-11-16,10494.57,46,29,2023,0,0,0,0,0,0,0,0,0,0
2023-11-17,9633.7,23,18,2023,0,0,0,0,0,0,0,0,0,0
2023-11-18,42126.46,79,53,2023,0,0,0,0,0,0,0,0,0,0
2023-11-19,9101.13,73,41,2023,0,0,0,0,0,0,0,0,0,0
2023-11-20,1834.5600000000002,15,11,2023,0,0,0,0,0,0,0,0,1,0
2023-11-21,43406.28,110,70,2023,0,0,0,0,0,0,0,0,1,0
2023-11-22,49964.83,47,36,2023,0,0,0,0,0,0,0,0,1,0
2023-11-23,5462.87,41,34,2023,0,0,0,0,0,0,0,0,1,0
2023-11-24,107988.71,322,204,2023,0,0,0,0,0,0,0,0,1,0
2023-11-25,14254.630000000001,53,36,2023,0,0,0,0,0,0,0,0,1,0
2023-11-26,18707.17,53,30,2023,0,0,0,0,0,0,0,0,1,0
2023-11-27,9610.35,47,39,2023,0,0,0,0,0,0,0,0,0,0
2023-11-28,22276.500000000004,27,18,2023,0,0,0,0,0,0,0,0,0,0
2023-11-29,6213.599999999999,50,29,2023,0,0,0,0,0,0,0,0,0,0
2023-11-30,14121.97,49,37,2023,0,0,0,0,0,0,0,0,0,0
2023-12-01,50377.46,100,39,2023,0,0,0,0,0,0,0,0,0,0
2023-12-02,43348.28999999999,103,70,2023,0,0,0,0,0,0,0,0,0,0
2023-12-03,33427.4,65,41,2023,0,0,0,0,0,0,0,0,0,0
2023-12-04,3747.06,19,17,2023,0,0,0,0,0,0,0,0,0,0
2023-12-05,10061.55,40,31,2023,0,0,0,0,0,0,0,0,0,0
2023-12-06,12797.449999999999,36,26,2023,0,0,0,0,0,0,0,0,0,0
2023-12-07,25920.100000000002,65,54,2023,0,0,0,0,0,0,0,0,0,0
2023-12-08,83974.43,70,44,2023,0,0,0,0,0,0,0,0,0,0
2023-12-09,10752.18,48,32,2023,0,0,0,0,0,0,0,0,0,0
2023-12-10,17814.89,40,30,2023,0,0,0,0,0,0,0,0,0,1
2023-12-11,108926.14,90,60,2023,0,0,0,0,0,0,0,0,0,1
2023-12-12,45634.939999999995,89,58,2023,0,0,0,0,0,0,0,0,0,1
2023-12-13,17745.57,43,34,2023,0,0,0,0,0,0,0,0,0,1
2023-12-14,43398.28,110,60,2023,0,0,0,0,0,0,0,0,0,1
2023-12-15,45221.55,80,58,2023,0,0,0,0,0,0,0,0,0,1
2023-12-16,55741.57,99,73,2023,0,0,0,0,0,0,0,0,0,1
2023-12-17,14348.23,46,38,2023,0,0,0,0,0,0,0,0,0,1
2023-12-18,16242.660000000002,71,40,2023,0,0,0,0,0,0,0,0,0,1
2023-12-19,17143.09,71,43,2023,0,0,0,0,0,0,0,0,0,1
