date,total_revenue,total_qty,num_items,year,volta_as_aulas,carnaval,semana_santa,sao_joao,dia_namorados,dia_maes,dia_pais,dia_criancas,black_friday,natal
2023-12-20,12533.64,64,42,2023,0,0,0,0,0,0,0,0,0,1
2023-12-21,29027.55,79,46,2023,0,0,0,0,0,0,0,0,0,1
2023-12-22,38958.63,65,57,2023,0,0,0,0,0,0,0,0,0,1
2023-12-23,27830.920000000002,89,61,2023,0,0,0,0,0,0,0,0,0,1
2023-12-24,13835.33,56,39,2023,0,0,0,0,0,0,0,0,0,1
2023-12-25,87682.24,295,175,2023,0,0,0,0,0,0,0,0,0,1
2023-12-26,83207.66,73,47,2023,0,0,0,0,0,0,0,0,0,0
2023-12-27,38452.21,97,61,2023,0,0,0,0,0,0,0,0,0,0
2023-12-28,44296.92,85,50,2023,0,0,0,0,0,0,0,0,0,0
2023-12-29,41159.0,62,48,2023,0,0,0,0,0,0,0,0,0,0
2023-12-30,27982.87,104,69,2023,0,0,0,0,0,0,0,0,0,0
2023-12-31,25201.37,94,70,2023,0,0,0,0,0,0,0,0,0,0
2024-01-01,101154.56,201,121,2024,0,0,0,0,0,0,0,0,0,0
2024-01-02,30499.75,104,70,2024,0,0,0,0,0,0,0,0,0,0
2024-01-03,25435.99,59,48,2024,0,0,0,0,0,0,0,0,0,0
2024-01-04,28875.21,111,77,2024,0,0,0,0,0,0,0,0,0,0
2024-01-05,20082.19,47,35,2024,0,0,0,0,0,0,0,0,0,0
2024-01-06,71774.74,159,76,2024,0,0,0,0,0,0,0,0,0,0
2024-01-07,37776.63,136,94,2024,0,0,0,0,0,0,0,0,0,0
2024-01-08,47202.91,86,68,2024,0,0,0,0,0,0,0,0,0,0
2024-01-09,33663.71,96,51,2024,0,0,0,0,0,0,0,0,0,0
2024-01-10,39122.06,98,68,2024,0,0,0,0,0,0,0,0,0,0
2024-01-11,22514.280000000002,85,56,2024,0,0,0,0,0,0,0,0,0,0
2024-01-12,41281.49,92,76,2024,0,0,0,0,0,0,0,0,0,0
2024-01-13,122588.55,136,76,2024,0,0,0,0,0,0,0,0,0,0
2024-01-14,107480.72,220,134,2024,0,0,0,0,0,0,0,0,0,0
2024-01-15,17787.31,67,49,2024,0,0,0,0,0,0,0,0,0,0
2024-01-16,17914.01,94,63,2024,0,0,0,0,0,0,0,0,0,0
2024-01-17,100315.06,102,62,2024,0,0,0,0,0,0,0,0,0,0
